caseNo,usVol,usPg,n_docs,action_code,term,caseId,caseName,nytSalience,cqSalience,voteMargin,n,unanimous,n_cases
415_361,415,361,12,300;120;100;400;100;410;300;300;300;300;300;300,1973,1973-067,"JOHNSON, ADMINISTRATOR OF VETERANS' AFFAIRS, et al. v. ROBISON",FALSE,FALSE,7,1,FALSE,1
415_391,415,391,9,300;151;100;300;300;300;300;300;300,1973,1973-068,HERNANDEZ et al. v. VETERANS' ADMINISTRATION et al.,FALSE,FALSE,9,1,TRUE,1
415_394,415,394,11,311;120;120;300;100;100;300;300;120;300;300,1973,1973-069,"TELEPROMPTER CORP. et al. v. COLUMBIA BROADCASTING SYSTEM, INC., et al.",FALSE,FALSE,3,1,FALSE,1
415_423,415,423,18,320;400;501;310;300;300;501;310;300;100;800;300;400;501;310;400;211;111,1973,1973-070,"GRANNY GOOSE FOODS, INC., et al. v. BROTHERHOOD OF TEAMSTERS & AUTO TRUCK DRIVERS, LOCAL NO. 70 OF ALAMEDA COUNTY, INTERNATIONAL BROTHERHOOD OF TEAMSTERS, CHAUFFEURS, WAREHOUSEMEN & HELPERS OF AMERICA",FALSE,FALSE,9,1,TRUE,1
415_449,415,449,8,311;300;300;300;101;300;311;120,1973,1973-071,DEMARCO v. UNITED STATES,FALSE,FALSE,3,1,FALSE,1
415_452,415,452,27,622;310;310;620;300;100;100;100;100;800;660;660;300;211;110;110;110;300;110;110;300;300;400;320;400;300;110,1973,1973-072,STEFFEL v. THOMPSON et al.,FALSE,FALSE,9,1,TRUE,1
415_486,415,486,15,910;120;300;650;203;120;120;650;311;100;311;311;300;300;300,1973,1973-073,UNITED STATES v. GENERAL DYNAMICS CORP. et al.,FALSE,FALSE,1,1,FALSE,1
415_528,415,528,18,311;400;311;300;300;300;100;100;100;100;300;300;311;120;120;120;814;311,1973,1973-074,"HAGANS et al. v. LAVINE, COMMISSIONER, NEW YORK DEPARTMENT OF SOCIAL SERVICES, et al.",FALSE,FALSE,3,1,FALSE,1
415_566,415,566,30,311;420;311;104;210;900;460;642;642;620;300;300;450;642;300;212;111;111;300;212;120;640;100;100;100;800;660;661;203;120,1973,1973-075,"SMITH, SHERIFF v. GOGUEN",FALSE,FALSE,3,1,FALSE,1
415_605,415,605,30,812;430;300;622;311;311;420;311;311;300;400;203;121;120;120;120;120;311;301;151;301;300;100;800;100;100;800;100;300;400,1973,1973-076,MAYOR OF PHILADELPHIA v. EDUCATIONAL EQUALITY LEAGUE et al.,FALSE,FALSE,1,1,FALSE,1
415_651,415,651,39,620;620;322;300;104;104;104;104;104;120;120;140;120;322;202;300;222;322;300;323;120;120;322;323;402;311;900;642;322;400;300;104;810;800;104;104;100;100;660,1973,1973-077,"EDELMAN, DIRECTOR, DEPARTMENT OF PUBLIC AID OF ILLINOIS v. JORDAN",FALSE,TRUE,1,1,FALSE,1
415_697,415,697,19,620;460;311;101;810;101;101;431;300;300;300;311;110;640;203;120;120;120;120,1973,1973-078,EATON v. CITY OF TULSA,FALSE,FALSE,3,1,FALSE,1
415_709,415,709,34,641;641;641;641;641;641;641;641;100;200;100;800;410;300;110;110;430;410;411;300;411;400;300;300;300;112;112;112;112;320;400;300;420;310,1973,1973-079,"LUBIN v. PANISH, REGISTRAR-RECORDER OF COUNTY OF LOS ANGELES",FALSE,FALSE,9,1,TRUE,1
415_724,415,724,13,300;311;203;203;120;300;100;100;502;311;300;300;300,1973,1973-080,"STORER et al. v. BROWN, SECRETARY OF STATE OF CALIFORNIA, et al.",FALSE,FALSE,3,1,FALSE,1
415_767,415,767,11,120;300;300;120;300;100;100;660;300;300;300,1973,1973-081,"AMERICAN PARTY OF TEXAS et al. v. WHITE, SECRETARY OF STATE OF TEXAS",FALSE,FALSE,7,1,FALSE,1
415_800,415,800,14,300;311;311;203;120;120;100;100;111;710;311;300;300;300,1973,1973-082,UNITED STATES v. EDWARDS et al.,FALSE,FALSE,1,1,FALSE,1
415_814,415,814,15,300;120;300;502;221;300;300;300;100;660;430;212;502;300;300,1973,1973-083,HUDDLESTON v. UNITED STATES,FALSE,FALSE,7,1,FALSE,1
416_1,416,1,17,300;100;100;100;100;660;212;120;120;120;300;300;510;120;300;300;300,1973,1973-084,VILLAGE OF BELLE TERRE et al. v. BORAAS et al.,TRUE,FALSE,5,1,FALSE,1
416_21,416,21,20,300;203;120;120;120;804;120;300;300;120;300;400;310;300;110;100;400;800;100;100,1973,1973-085,"CALIFORNIA BANKERS ASSN. v. SHULTZ, SECRETARY OF THE TREASURY, et al.",TRUE,FALSE,3,1,FALSE,1
416_100,416,100,7,300;300;300;300;300;300;101,1973,1973-088,"MAHON, TRUSTEE IN BANKRUPTCY, et al. v. STOWERS et al.",FALSE,FALSE,9,1,TRUE,1
416_115,416,115,27,300;620;311;311;300;311;300;300;100;100;120;120;311;300;502;311;300;203;120;100;641;200;100;300;311;300;311,1973,1973-086,SUPER TIRE ENGINEERING CO. et al. v. MCCORKLE et al.,FALSE,FALSE,1,1,FALSE,1
416_134,416,134,37,320;502;430;300;430;650;203;311;420;120;120;311;300;300;410;510;211;130;130;203;120;120;120;120;510;502;430;310;320;400;202;113;100;800;100;100;660,1973,1973-087,"ARNETT, DIRECTOR, OFFICE OF ECONOMIC OPPORTUNITY, et al. v. KENNEDY et al.",FALSE,FALSE,1,1,FALSE,1
416_232,416,232,12,100;100;660;300;400;300;300;300;300;400;300;300,1973,1973-089,"SCHEUER, ADMINISTRATRIX v. RHODES, GOVERNOR OF OHIO, et al.",TRUE,FALSE,8,1,FALSE,1
416_251,416,251,10,300;300;300;300;300;300;300;100;100;300,1973,1973-090,"SHEA, EXECUTIVE DIRECTOR, DEPARTMENT OF SOCIAL SERVICES OF COLORADO, et al. v. VIALPANDO",FALSE,FALSE,9,1,TRUE,1
416_267,416,267,34,322;300;322;211;400;510;441;300;300;502;311;420;502;311;301;510;203;121;121;121;311;322;300;104;800;800;104;104;650;100;800;100;660;300,1973,1973-091,"NATIONAL LABOR RELATIONS BOARD v. BELL AEROSPACE COMPANY, DIVISION OF TEXTRON, INC.",FALSE,FALSE,1,1,FALSE,1
416_312,416,312,24,620;900;300;120;120;120;120;120;311;120;120;120;101;101;101;101;101;311;311;300;460;900;300;300,1973,1973-092,DEFUNIS et al. v. ODEGAARD et al.,TRUE,FALSE,1,1,FALSE,1
416_351,416,351,19,300;100;100;100;100;800;660;205;120;120;300;120;502;311;502;300;400;300;300,1973,1973-093,"KAHN v. SHEVIN, ATTORNEY GENERAL OF FLORIDA, et al.",FALSE,FALSE,3,1,FALSE,1
416_363,416,363,18,151;300;151;400;300;400;300;300;100;810;200;100;100;300;450;300;430;300,1973,1973-094,PERNELL v. SOUTHALL REALTY,FALSE,FALSE,9,1,TRUE,1
416_386,416,386,27,910;300;100;100;100;100;812;300;910;300;812;110;710;300;812;300;812;300;812;300;300;812;203;120;110;300;205,1973,1973-095,LEHMAN BROTHERS v. SCHEIN et al.,FALSE,FALSE,9,1,TRUE,1
416_396,416,396,14,621;300;110;110;300;450;310;300;300;110;300;100;100;300,1973,1973-096,"PROCUNIER, CORRECTIONS DIRECTOR, et al. v. MARTINEZ et al.",FALSE,FALSE,9,1,TRUE,1
416_430,416,430,24,300;400;311;622;120;120;120;311;311;311;300;300;120;120;203;203;120;120;300;300;100;100;100;100,1973,1973-097,GOODING v. UNITED STATES,FALSE,FALSE,3,1,FALSE,1
416_470,416,470,12,100;120;120;120;311;300;300;111;300;610;610;300,1973,1973-098,KEWANEE OIL CO. v. BICRON CORP. et al.,FALSE,FALSE,4,1,FALSE,1
416_500,416,500,9,300;100;300;610;300;300;300;300;300,1973,1973-099,SNOW et ux. v. COMMISSIONER OF INTERNAL REVENUE,FALSE,FALSE,8,1,FALSE,1
416_505,416,505,25,502;301;130;130;130;300;312;300;312;100;100;100;660;313;325;301;313;301;400;900;203;130;130;130;313,1973,1973-100,UNITED STATES v. GIORDANO et al.,TRUE,FALSE,1,1,FALSE,1
416_562,416,562,6,300;100;100;300;300;300,1973,1973-101,UNITED STATES v. CHAVEZ et al.,FALSE,FALSE,1,1,FALSE,1
416_600,416,600,31,310;300;300;101;110;300;310;502;110;300;814;310;300;311;160;203;120;120;100;100;660;311;300;400;502;211;110;110;110;300;400,1973,1973-102,MITCHELL v. W. T. GRANT CO.,FALSE,FALSE,1,1,FALSE,1
416_637,416,637,27,300;300;203;120;120;120;420;900;300;900;110;110;310;900;311;410;300;300;322;300;104;104;104;100;100;100;660,1973,1973-103,DONNELLY v. DECHRISTOFORO,FALSE,FALSE,3,1,FALSE,1
416_653,416,653,9,300;300;100;300;300;300;300;300;300,1973,1973-104,"BEASLEY et al. v. FOOD FAIR OF NORTH CAROLINA, INC., et al.",FALSE,FALSE,9,1,TRUE,1
416_663,416,663,19,300;120;120;100;100;100;660;150;320;110;400;110;110;300;300;510;300;310;300,1973,1973-105,CALERO-TOLEDO et al. v. PEARSON YACHT LEASING CO.,FALSE,FALSE,5,1,FALSE,1
416_696,416,696,13,300;300;300;300;300;610;100;610;610;800;100;660;300,1973,1973-106,BRADLEY et al. v. SCHOOL BOARD OF THE CITY OF RICHMOND et al.,FALSE,FALSE,7,1,FALSE,1
416_725,416,725,12,300;610;300;300;300;300;111;100;100;100;660;300,1973,1973-107,"BOB JONES UNIVERSITY v. SIMON, SECRETARY OF THE TREASURY, et al.",FALSE,FALSE,8,1,FALSE,1
416_752,416,752,13,502;300;300;300;300;300;203;120;100;650;100;100;300,1973,1973-108,"ALEXANDER, COMMISSIONER OF INTERNAL REVENUE v. 'AMERICANS UNITED' INC.",FALSE,FALSE,6,1,FALSE,1
416_783,416,783,16,300;300;120;322;300;661;300;300;300;104;810;100;660;101;101;300,1973,1973-109,DILLARD et al. v. INDUSTRIAL COMMISSION OF VIRGINIA et al.,FALSE,FALSE,7,1,FALSE,1
416_802,416,802,41,900;104;104;200;104;104;621;130;104;811;104;104;400;900;642;100;100;100;630;400;323;630;642;300;323;300;400;313;323;300;323;402;300;300;610;610;610;400;900;320;313,1973,1973-110,ALLEE et al. v. MEDRANO et al.,FALSE,FALSE,2,1,FALSE,1
416_861,416,861,12,300;100;100;100;400;300;410;300;300;300;300;300,1973,1973-111,AIR POLLUTION VARIANCE BOARD OF COLORADO v. WESTERN ALFALFA CORP.,FALSE,FALSE,9,1,TRUE,1
417_1,417,1,10,300;300;100;660;300;300;300;300;300;300,1973,1973-112,"NATIONAL LABOR RELATIONS BOARD v. FOOD STORE EMPLOYEES UNION, LOCAL 347, AMALGAMATED MEAT CUTTERS & BUTCHER WORKMEN OF NORTH AMERICA, AFL-CIO",FALSE,FALSE,9,1,TRUE,1
417_12,417,12,10,300;300;100;100;300;300;300;300;300;300,1973,1973-113,WILLIAM E. ARNOLD CO. v. CARPENTERS DISTRICT COUNCIL OF JACKSONVILLE AND VICINITY et al.,FALSE,FALSE,9,1,TRUE,1
417_21,417,21,19,300;300;300;100;100;100;300;300;300;900;502;120;311;311;420;203;120;120;120,1973,1973-114,"BLACKLEDGE, WARDEN, et al. v. PERRY",FALSE,FALSE,5,1,FALSE,1
417_40,417,40,16,300;300;213;110;622;311;100;100;100;300;203;120;120;300;300;300,1973,1973-115,FULLER v. OREGON,FALSE,FALSE,5,1,FALSE,1
417_62,417,62,11,300;622;300;300;100;300;203;300;300;300;300,1973,1973-116,"KOSYDAR, TAX COMMISSIONER OF OHIO v. NATIONAL CASH REGISTER CO.",FALSE,FALSE,9,1,TRUE,1
417_72,417,72,12,300;900;160;325;300;300;100;100;300;300;300;300,1973,1973-117,CASS v. UNITED STATES,FALSE,FALSE,7,1,FALSE,1
417_85,417,85,19,300;120;120;300;300;430;300;100;100;100;100;100;300;430;400;300;320;400;300,1973,1973-118,BELLIS v. UNITED STATES,FALSE,FALSE,7,1,FALSE,1
417_106,417,106,10,300;300;300;610;300;100;100;300;300;300,1973,1973-119,"COOPER STEVEDORING CO., INC. v. FRITZ KOPKE, INC., et al.",FALSE,FALSE,8,1,FALSE,1
417_116,417,116,10,300;120;300;300;300;100;100;300;300;300,1973,1973-120,"F. D. RICH CO., INC., et al. v. UNITED STATES FOR THE USE OF INDUSTRIAL LUMBER CO., INC.",FALSE,FALSE,7,1,FALSE,1
417_134,417,134,13,900;300;300;300;151;300;300;100;100;100;660;300;300,1973,1973-121,COMMISSIONER OF INTERNAL REVENUE v. NATIONAL ALFALFA DEHYDRATING & MILLING CO.,FALSE,FALSE,9,1,TRUE,1
417_156,417,156,16,300;203;120;120;120;311;300;400;300;311;300;100;100;100;660;300,1973,1973-122,EISEN v. CARLISLE & JACQUELIN et al.,TRUE,FALSE,3,1,FALSE,1
417_187,417,187,15,920;300;101;920;300;920;300;920;300;920;300;920;300;920;300,1973,1973-123,"HOLDER, U.S. DISTRICT JUDGE v. BANKS",FALSE,FALSE,8,1,FALSE,1
417_188,417,188,14,160;620;300;300;610;300;100;100;100;100;311;300;160;621,1973,1973-124,"CORNING GLASS WORKS v. BRENNAN, SECRETARY OF LABOR",TRUE,FALSE,2,1,FALSE,1
417_211,417,211,10,300;120;311;300;300;100;100;300;300;300,1973,1973-125,ANDERSON et al. v. UNITED STATES,FALSE,FALSE,5,1,FALSE,1
417_249,417,249,11,300;203;120;300;300;300;100;100;300;300;300,1973,1973-126,"HOWARD JOHNSON CO., INC. v. DETROIT LOCAL JOINT EXECUTIVE BOARD, HOTEL & RESTAURANT EMPLOYEES & BARTENDERS INTERNATIONAL UNION, AFL-CIO",FALSE,FALSE,7,1,FALSE,1
417_270,417,270,1,460,1973,1973-127,VERMONT v. NEW YORK et al.,FALSE,FALSE,9,1,TRUE,1
417_283,417,283,12,641;641;300;610;300;100;660;300;641;300;300;300,1973,1973-130,MOBIL OIL CORP. v. FEDERAL POWER COMMISSION et al.,FALSE,FALSE,7,1,FALSE,1
417_333,417,333,28,900;300;910;910;430;300;910;300;900;100;100;100;660;660;460;910;300;910;300;900;300;900;212;130;900;120;120;120,1973,1973-131,DAVIS v. UNITED STATES,FALSE,FALSE,5,1,FALSE,1
417_369,417,369,19,621;300;311;300;300;311;910;300;120;100;100;311;300;300;311;300;211;110;300,1973,1973-132,CITY OF PITTSBURGH v. ALCO PARKING CORP. et al.,TRUE,FALSE,9,1,TRUE,1
417_380,417,380,10,300;300;300;610;100;100;300;300;300;300,1973,1973-133,FEDERAL POWER COMMISSION v. TEXACO INC. et al.,FALSE,FALSE,8,1,FALSE,1
417_402,417,402,24,300;203;120;120;120;300;300;111;151;100;100;660;320;202;110;300;920;920;920;920;920;920;920;920,1973,1973-134,WHEELER et al. v. BARRERA et al.,FALSE,FALSE,7,1,FALSE,1
417_433,417,433,18,300;120;202;202;110;110;300;202;110;110;310;300;900;300;100;100;100;100,1973,1973-135,MICHIGAN v. TUCKER,FALSE,FALSE,7,1,FALSE,1
417_467,417,467,15,300;100;800;100;100;100;300;111;111;300;300;300;310;120;120,1973,1973-136,"BAKER et al., TRUSTEES IN REORGANIZATION v. GOLD SEAL LIQUORS, INC.",FALSE,FALSE,7,1,FALSE,1
417_484,417,484,13,300;311;203;120;120;100;100;502;300;311;300;300;300,1973,1973-137,"GEDULDIG, DIRECTOR, DEPARTMENT OF HUMAN RESOURCES DEVELOPMENT v. AIELLO et al.",TRUE,TRUE,3,1,FALSE,1
417_506,417,506,18,300;203;120;120;311;100;100;800;100;100;311;311;400;300;300;211;900;300,1973,1973-138,SCHERK v. ALBERTO-CULVER CO.,FALSE,FALSE,1,1,FALSE,1
417_535,417,535,12,300;300;400;300;430;400;300;300;100;100;300;300,1973,1973-139,"MORTON, SECRETARY OF THE INTERIOR, et al. v. MANCARI et al.",FALSE,FALSE,9,1,TRUE,1
417_556,417,556,50,620;621;322;300;300;441;304;310;201;104;400;205;300;222;110;110;110;510;322;440;400;510;900;400;110;110;323;430;130;130;104;810;104;800;810;100;800;800;800;100;800;800;100;502;400;322;300;440;322;440,1973,1973-140,"GILMORE et al. v. CITY OF MONTGOMERY, ALABAMA, et al.",FALSE,FALSE,1,1,FALSE,1
417_583,417,583,24,301;300;622;311;311;203;203;120;120;203;301;414;311;100;810;800;100;810;800;810;400;411;111;300,1973,1973-141,"CARDWELL, WARDEN v. LEWIS",FALSE,FALSE,1,1,FALSE,1
417_600,417,600,15,300;311;120;120;160;311;420;300;300;311;300;300;100;100;660,1973,1973-142,ROSS et al. v. MOFFITT,FALSE,FALSE,3,1,FALSE,1
417_628,417,628,17,100;100;660;300;300;300;300;300;300;300;120;670;670;670;670;441;670,1973,1973-144,"JIMENEZ et al. v. WEINBERGER, SECRETARY OF HEALTH, EDUCATION, AND WELFARE",FALSE,FALSE,7,1,FALSE,1
417_642,417,642,10,100;660;300;300;300;300;300;300;300;300,1973,1973-145,"KOKOSZKA v. BELFORD, TRUSTEE IN BANKRUPTCY",FALSE,FALSE,9,1,TRUE,1
417_653,417,653,18,300;814;311;100;660;300;300;621;311;814;120;814;203;120;803;120;300;300,1973,1973-146,"WARDEN, LEWISBURG PENITENTIARY v. MARRERO",FALSE,FALSE,3,1,FALSE,1
417_673,417,673,17,320;502;300;400;622;311;311;300;203;120;120;300;100;622;502;311;300,1973,1973-147,CENTRAL TABLET MANUFACTURING CO. v. UNITED STATES,FALSE,FALSE,1,1,FALSE,1
417_703,417,703,19,300;622;311;311;300;300;650;311;203;203;120;120;803;300;100;100;800;650;300,1973,1973-148,"BANGOR PUNTA OPERATIONS, INC., et al. v. BANGOR & AROOSTOOK RAILROAD CO. et al.",FALSE,FALSE,1,1,FALSE,1
417_733,417,733,23,300;622;212;120;311;212;311;621;203;120;120;120;300;610;610;610;300;140;300;100;100;100;660,1973,1973-149,"PARKER, WARDEN, et al. v. LEVY",TRUE,FALSE,2,1,FALSE,1
417_790,417,790,15,621;311;620;620;300;300;100;100;660;120;120;300;311;300;311,1973,1973-150,"FLORIDA POWER & LIGHT CO. v. INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 641, et al.",FALSE,FALSE,1,1,FALSE,1
417_817,417,817,12,460;300;120;311;100;100;300;300;510;213;130;300,1973,1973-151,"PELL et al. v. PROCUNIER, CORRECTIONS DIRECTOR, et al.",FALSE,FALSE,1,1,FALSE,1
417_843,417,843,10,300;311;100;300;311;300;120;120;804;300,1973,1973-152,"SAXBE, ATTORNEY GENERAL, et al. v. WASHINGTON POST CO. et al.",FALSE,FALSE,1,1,FALSE,1
418_1,418,1,11,300;120;300;300;300;300;810;100;100;300;300,1973,1973-153,COMMISSIONER OF INTERNAL REVENUE v. IDAHO POWER CO.,FALSE,FALSE,7,1,FALSE,1
418_24,418,24,19,300;622;160;311;300;300;300;203;120;120;120;430;300;300;100;100;100;100;660,1973,1973-154,"RICHARDSON, COUNTY CLERK AND REGISTRAR OF VOTERS OF MENDOCINO COUNTY v. RAMIREZ et al.",FALSE,FALSE,3,1,FALSE,1
418_87,418,87,24,300;300;660;120;120;120;120;660;660;311;311;300;311;300;640;640;910;100;100;660;660;660;800;100,1973,1973-155,HAMLING et al. v. UNITED STATES,FALSE,FALSE,1,1,FALSE,1
418_153,418,153,13,642;300;111;111;310;300;300;910;910;300;300;100;100,1973,1973-156,JENKINS v. GEORGIA,FALSE,FALSE,9,1,TRUE,1
418_166,418,166,35,100;810;800;100;800;100;100;810;100;622;203;120;442;440;120;203;120;203;203;120;120;120;300;300;311;300;510;400;302;211;110;202;300;110;300,1973,1973-157,UNITED STATES et al. v. RICHARDSON,FALSE,FALSE,1,1,FALSE,1
418_208,418,208,19,100;100;120;120;410;412;120;211;110;300;311;120;300;400;320;300;320;400;300,1973,1973-158,"SCHLESINGER, SECRETARY OF DEFENSE, et al. v. RESERVISTS COMMITTEE TO STOP THE WAR et al.",FALSE,FALSE,3,1,FALSE,1
418_241,418,241,23,100;800;810;100;100;660;100;300;410;411;110;110;300;211;110;110;300;300;812;812;300;300;310,1973,1973-159,"MIAMI HERALD PUBLISHING CO., DIVISION OF KNIGHT NEWSPAPERS, INC. v. TORNILLO",TRUE,FALSE,9,1,TRUE,1
418_264,418,264,21,900;400;502;311;111;300;300;320;400;300;100;100;100;100;100;100;300;203;642;120;311,1973,1973-160,"OLD DOMINION BRANCH NO. 496, NATIONAL ASSOCIATION OF LETTER CARRIERS, AFL-CIO, et al. v. AUSTIN et al.",FALSE,FALSE,3,1,FALSE,1
418_298,418,298,19,300;110;110;110;120;203;120;120;120;311;300;311;100;100;100;100;502;311;300,1973,1973-161,LEHMAN v. CITY OF SHAKER HEIGHTS et al.,FALSE,FALSE,1,1,FALSE,1
418_323,418,323,45,400;510;642;400;120;814;231;120;120;203;120;120;120;300;211;450;400;203;400;203;120;120;120;120;300;814;110;814;100;810;100;810;100;800;100;100;100;800;800;660;100;640;300;410;410,1973,1973-162,"GERTZ v. ROBERT WELCH, INC.",TRUE,FALSE,5,1,FALSE,1
418_405,418,405,32,101;810;200;621;120;120;311;110;300;150;620;300;300;630;300;630;203;311;300;630;502;151;640;101;101;101;660;203;120;120;814;120,1973,1973-163,SPENCE v. WASHINGTON,FALSE,FALSE,3,1,FALSE,1
418_424,418,424,21,900;100;100;660;310;310;310;642;640;310;310;300;640;203;110;110;802;110;300;300;300,1973,1973-164,DORSZYNSKI v. UNITED STATES,FALSE,FALSE,9,1,TRUE,1
418_461,418,461,23,641;621;203;203;120;814;120;641;620;620;300;100;100;641;300;311;300;300;641;320;400;300;300,1973,1973-165,"WINGO, WARDEN v. WEDDING",FALSE,FALSE,5,1,FALSE,1
418_488,418,488,17,300;300;301;300;300;100;100;100;800;100;641;301;121;300;300;120;120,1973,1973-166,"TAYLOR v. HAYES, JUDGE",FALSE,FALSE,7,1,FALSE,1
418_506,418,506,22,311;213;300;300;300;700;311;100;100;100;100;205;111;111;111;502;120;120;900;300;203;311,1973,1973-167,CODISPOTI et al. v. PENNSYLVANIA,FALSE,FALSE,1,1,FALSE,1
418_539,418,539,18,300;120;311;300;100;100;100;660;100;203;121;121;121;121;300;400;300;300,1973,1973-168,"WOLFF, WARDEN, et al. v. MCDONNELL",FALSE,FALSE,3,1,FALSE,1
418_602,418,602,14,621;300;311;300;120;120;311;300;400;100;660;100;300;400,1973,1973-169,"UNITED STATES v. MARINE BANCORPORATION, INC., et al.",TRUE,FALSE,2,1,FALSE,1
418_656,418,656,13,300;313;313;300;130;130;311;300;800;100;610;100;300,1973,1973-170,UNITED STATES v. CONNECTICUT NATIONAL BANK et al.,FALSE,FALSE,1,1,FALSE,1
418_676,418,676,24,650;300;650;460;650;120;120;650;650;111;300;650;640;120;650;650;300;650;300;460;650;101;810;101,1973,1973-171,SECRETARY OF THE NAVY v. AVRECH,FALSE,FALSE,3,1,FALSE,1
418_683,418,683,93,640;640;642;800;650;810;650;650;650;100;810;800;100;642;800;810;810;104;104;811;104;811;400;430;430;430;650;400;400;430;430;430;300;650;920;642;430;400;460;460;460;430;460;460;430;460;400;430;300;430;400;813;640;400;430;410;430;430;430;460;400;811;460;400;811;410;400;460;430;400;430;213;430;320;430;400;441;400;400;460;460;430;460;400;430;400;610;610;642;642;812;810;640,1973,1973-172,"UNITED STATES v. NIXON, PRESIDENT OF THE UNITED STATES, et al.",TRUE,TRUE,8,1,FALSE,1
418_717,418,717,57,641;100;810;100;810;800;810;800;800;810;800;100;100;810;800;800;810;100;660;650;120;804;120;311;120;311;120;311;311;400;400;300;110;120;311;120;804;661;120;311;120;430;320;400;300;640;400;640;400;300;400;400;300;400;300;300;400,1973,1973-173,"MILLIKEN, GOVERNOR OF MICHIGAN, et al. v. BRADLEY et al.",TRUE,TRUE,1,1,FALSE,1
419_7,419,7,14,300;120;120;120;120;300;300;300;300;300;101;101;101;101,1974,1974-002,UNITED STATES v. AMERICAN FRIENDS SERVICE COMMITTEE et al.,FALSE,FALSE,7,1,FALSE,1
419_18,419,18,16,300;311;300;311;300;311;300;120;101;810;101;311;300;311;300;300,1974,1974-003,RING v. UNITED STATES,FALSE,FALSE,9,1,TRUE,1
419_20,419,20,13,300;100;100;300;300;400;502;300;300;300;300;120;120,1974,1974-004,"ALLENBERG COTTON CO., INC. v. PITTMAN",FALSE,FALSE,7,1,FALSE,1
419_43,419,43,11,300;300;300;300;300;300;100;100;300;300;300,1974,1974-005,"OTTE, TRUSTEE IN BANKRUPTCY v. UNITED STATES et al.",FALSE,FALSE,9,1,TRUE,1
419_59,419,59,14,300;300;300;630;300;630;300;300;300;300;300;101;810;101,1974,1974-006,"FRANCISCO v. GATHRIGHT, CORRECTIONAL SUPERINTENDENT",FALSE,FALSE,9,1,TRUE,1
419_65,419,65,19,300;100;100;100;100;622;622;311;300;203;120;120;120;311;311;300;300;320;400,1974,1974-007,"SAXBE, ATTORNEY GENERAL, et al. v. BUSTOS et al.",FALSE,FALSE,1,1,FALSE,1
419_90,419,90,12,104;300;400;300;300;100;100;300;300;300;300;300,1974,1974-008,GONZALEZ v. AUTOMATIC EMPLOYEES CREDIT UNION et al.,FALSE,FALSE,9,1,TRUE,1
419_102,419,102,13,300;120;120;120;100;100;160;300;300;300;610;300;300,1974,1974-009,"BLANCHETTE et al., TRUSTEES OF PROPERTY OF PENN CENTRAL TRANSPORTATION CO. v. CONNECTICUT GENERAL INSURANCE CORP. et al.",TRUE,FALSE,5,1,FALSE,1
419_186,419,186,30,920;920;920;910;910;920;920;920;920;300;203;120;120;120;311;300;300;110;140;300;710;100;100;810;800;660;300;400;510;300,1974,1974-010,"GULF OIL CORP. et al. v. COPP PAVING CO., INC., et al.",FALSE,FALSE,5,1,FALSE,1
419_215,419,215,23,660;900;113;814;710;300;203;420;120;203;120;120;300;311;300;400;400;320;300;460;100;100;100,1974,1974-011,"AMERICAN RADIO ASSN., AFL-CIO, et al. v. MOBILE STEAMSHIP ASSN., INC., et al.",FALSE,FALSE,1,1,FALSE,1
419_245,419,245,11,300;120;300;100;100;300;300;300;400;300;300,1974,1974-012,CANTRELL et al. v. FOREST CITY PUBLISHING CO. et al.,FALSE,FALSE,7,1,FALSE,1
419_256,419,256,17,120;160;100;810;100;100;660;311;311;300;300;203;120;120;300;300;300,1974,1974-013,"SCHICK v. REED, CHAIRMAN, UNITED STATES BOARD OF PAROLE, et al.",FALSE,FALSE,3,1,FALSE,1
419_281,419,281,20,910;910;910;661;311;120;120;311;400;100;100;920;300;300;300;300;300;300;300;400,1974,1974-014,"BOWMAN TRANSPORTATION, INC. v. ARKANSAS-BEST FREIGHT SYSTEM, INC., et al.",FALSE,FALSE,9,1,TRUE,1
419_301,419,301,20,300;100;100;300;203;212;120;120;311;622;311;300;900;460;900;212;325;311;413;300,1974,1974-015,"LINDEN LUMBER DIVISION, SUMMER & CO. v. NATIONAL LABOR RELATIONS BOARD et al.",FALSE,FALSE,1,1,FALSE,1
